idevent;_CarrierDelay;_WeatherDelay;_NASDelay
30034;1127.0;5;74.00
30035;337.0;2;42.00
30036;1310.0;6;48.00
30037;1310.0;6;71.00
30038;1310.0;6;110.00
30039;1310.0;6;40.00
30040;994.0;4;45.00
30041;994.0;4;251.00
30042;1576.0;7;41.00
30043;1744.0;7;13.00
30044;1747.0;7;29.00
30045;1747.0;7;133.00
30046;1747.0;7;85.00
30047;1747.0;7;66.00
30048;1747.0;7;98.00
30049;1440.0;6;90.00
30050;1440.0;6;24.00
30051;1440.0;6;981.00
30052;1440.0;6;110.00
30053;1703.0;7;7.00
30054;1703.0;7;103.00
30055;1703.0;7;5.00
30056;1703.0;7;19.00
30057;1703.0;7;4.00
30058;1703.0;7;25.00
30059;1703.0;7;27.00
30060;1703.0;7;55.00
30061;1703.0;7;39.00
30062;1703.0;7;45.00
30063;1243.0;5;140.00
30064;937.0;4;102.00
30065;1065.0;5;74.00
30066;337.0;2;700.00
30067;2329.0;10;1.00
30068;2329.0;10;99.00
30069;2329.0;10;5.00
30070;2329.0;10;31.00
30071;1084.0;5;111.00
30072;1084.0;5;14.00
30073;993.0;4;34.00
30074;993.0;4;54.00
30075;837.0;4;41.00
30076;837.0;4;66.00
30077;407.0;2;7.00
30078;1500.0;7;13.00
30079;1500.0;7;55.00
30080;1500.0;7;85.00
30081;1500.0;7;5.00
30082;455.0;2;40.00
30083;957.0;4;981.00
30084;1671.0;7;73.00
30085;1671.0;7;11.00
30086;2149.0;9;0.00
30087;2149.0;9;16.00
30088;1671.0;7;3.00
30089;488.0;2;174.00
30090;727.0;3;93.00
30091;835.0;4;34.00
30092;835.0;4;52.00
30093;835.0;4;4.00
30094;835.0;4;22.00
30095;1084.0;5;35.00
30096;1084.0;5;56.00
30097;936.0;4;35.00
30098;936.0;4;3.00
30099;1065.0;5;77.00
30100;985.0;4;279.00
30101;985.0;4;101.00
30102;907.0;4;61.00
30103;907.0;4;3.00
30104;907.0;4;25.00
30105;907.0;4;64.00
30106;907.0;4;68.00
30107;404.0;2;160.00
30108;404.0;2;185.00
30109;404.0;2;110.00
30110;488.0;2;55.00
30111;957.0;4;56.00
30112;957.0;4;37.00
30113;1145.0;5;133.00
30114;1271.0;6;12.00
30115;1271.0;6;
30116;1271.0;6;0.00
30117;1271.0;6;36.00
30118;1185.0;5;202.00
30119;664.0;3;113.00
30120;787.0;4;49.00
30121;787.0;4;20.00
30122;787.0;4;8.00
30123;787.0;4;120.00
30124;1185.0;5;64.00
30125;1185.0;5;81.00
30126;1185.0;5;51.00
30127;1127.0;5;17.00
30128;731.0;3;23.00
30129;1145.0;5;94.00
30130;1129.0;5;67.00
30131;1129.0;5;6.00
30132;1129.0;5;45.00
30133;1129.0;5;61.00
30134;1062.0;5;9.00
30135;223.0;1;75.00
30136;937.0;4;34.00
30137;802.0;4;74.00
30138;1062.0;5;94.00
30139;994.0;4;4.00
30140;502.0;3;4.00
30141;502.0;3;104.00
30142;502.0;3;39.00
30143;502.0;3;83.00
30144;502.0;3;24.00
30145;502.0;3;82.00
30146;1222.0;5;15.00
30147;1222.0;5;51.00
30148;1222.0;5;31.00
30149;1576.0;7;114.00
30150;1576.0;7;15.00
30151;997.0;4;119.00
30152;997.0;4;51.00
30153;1011.0;5;75.00
30154;763.0;4;170.00
30155;1299.0;6;10.00
30156;1299.0;6;872.00
30157;1299.0;6;4.00
30158;1299.0;6;7.00
30159;834.0;4;30.00
30160;834.0;4;155.00
30161;834.0;4;2.00
30162;407.0;2;37.00
30163;957.0;4;91.00
30164;866.0;4;27.00
30165;866.0;4;4.00
30166;945.0;4;93.00
30167;945.0;4;4.00
30168;945.0;4;24.00
30169;945.0;4;38.00
30170;945.0;4;8.00
30171;805.0;4;11.00
30172;805.0;4;16.00
30173;805.0;4;202.00
30174;805.0;4;215.00
30175;1173.0;5;3.00
30176;686.0;3;
30177;686.0;3;0.00
30178;719.0;3;21.00
30179;719.0;3;32.00
30180;719.0;3;34.00
30181;1235.0;5;213.00
30182;1749.0;7;9.00
30183;1749.0;7;23.00
30184;1749.0;7;68.00
30185;1749.0;7;8.00
30186;1416.0;6;105.00
30187;1416.0;6;2.00
30188;1416.0;6;7.00
30189;1416.0;6;35.00
30190;1416.0;6;8.00
30191;1084.0;5;10.00
30192;1084.0;5;12.00
30193;1084.0;5;86.00
30194;1084.0;5;40.00
30195;1084.0;5;173.00
30196;1084.0;5;94.00
30197;1084.0;5;31.00
30198;1084.0;5;32.00
30199;1084.0;5;55.00
30200;992.0;4;7.00
30201;992.0;4;22.00
30202;992.0;4;14.00
30203;992.0;4;80.00
30204;992.0;4;54.00
30205;397.0;2;25.00
30206;397.0;2;139.00
30207;956.0;4;24.00
30208;956.0;4;27.00
30209;2052.0;9;
30210;2052.0;9;134.00
30211;2052.0;9;0.00
30212;2052.0;9;5.00
30213;2052.0;9;42.00
30214;994.0;4;19.00
30215;1066.0;5;33.00
30216;1066.0;5;44.00
30217;1066.0;5;117.00
30218;994.0;4;44.00
30219;2052.0;9;17.00
30220;985.0;4;25.00
30221;985.0;4;54.00
30222;801.0;4;39.00
30223;1127.0;5;52.00
30224;837.0;4;9.00
30225;837.0;4;6.00
30226;837.0;4;47.00
30227;837.0;4;4.00
30228;1075.0;5;100.00
30229;1075.0;5;2.00
30230;1749.0;7;5.00
30231;837.0;4;25.00
30232;837.0;4;31.00
30233;837.0;4;54.00
30234;1222.0;5;25.00
30235;616.0;3;49.00
30236;177.0;1;20.00
30237;793.0;4;10.00
30238;1235.0;5;50.00
30239;1235.0;5;8.00
30240;1235.0;5;105.00
30241;1119.0;5;20.00
30242;1119.0;5;36.00
30243;868.0;4;481.00
30244;868.0;4;468.00
30245;868.0;4;29.00
30246;1119.0;5;16.00
30247;1119.0;5;7.00
30248;1119.0;5;19.00
30249;177.0;1;28.00
30250;177.0;1;13.00
30251;854.0;4;21.00
30252;854.0;4;9.00
30253;925.0;4;22.00
30254;787.0;4;58.00
30255;1262.0;6;41.00
30256;1262.0;6;96.00
30257;1142.0;5;39.00
30258;1142.0;5;69.00
30259;1142.0;5;76.00
30260;1142.0;5;4.00
30261;1142.0;5;17.00
30262;1142.0;5;29.00
30263;1107.0;5;22.00
30264;1107.0;5;42.00
30265;1271.0;6;47.00
30266;1271.0;6;91.00
30267;1271.0;6;48.00
30268;1271.0;6;22.00
30269;1271.0;6;1100.00
30270;1271.0;6;364.00
30271;1514.0;7;30.00
30272;1514.0;7;71.00
30273;2227.0;9;180.00
30274;2227.0;9;14.00
30275;1217.0;5;81.00
30276;1217.0;5;39.00
30277;787.0;4;254.00
30278;1501.0;7;11.00
30279;1011.0;5;188.00
30280;1771.0;8;326.00
30281;1771.0;8;4.00
30282;787.0;4;263.00
30283;787.0;4;28.00
30284;1055.0;5;25.00
30285;2469.0;10;
30286;2469.0;10;63.00
30287;2469.0;10;0.00
30288;2469.0;10;6.00
30289;1076.0;5;98.00
30290;852.0;4;40.00
30291;852.0;4;37.00
30292;994.0;4;30.00
30293;793.0;4;94.00
30294;793.0;4;70.00
30295;793.0;4;66.00
30296;793.0;4;82.00
30297;793.0;4;65.00
30298;950.0;4;36.00
30299;950.0;4;81.00
30300;950.0;4;47.00
30301;1916.0;8;23.00
30302;1916.0;8;92.00
30303;1916.0;8;12.00
30304;1121.0;5;34.00
30305;1121.0;5;103.00
30306;581.0;3;175.00
30307;1504.0;7;37.00
30308;1504.0;7;13.00
30309;1504.0;7;96.00
30310;1536.0;7;
30311;977.0;4;115.00
30312;977.0;4;46.00
30313;977.0;4;74.00
30314;977.0;4;65.00
30315;1608.0;7;53.00
30316;1608.0;7;17.00
30317;1608.0;7;32.00
30318;1608.0;7;7.00
30319;1674.0;7;102.00
30320;1674.0;7;215.00
30321;1674.0;7;10.00
30322;1674.0;7;16.00
30323;1674.0;7;124.00
30324;731.0;3;39.00
30325;977.0;4;121.00
30326;977.0;4;15.00
30327;977.0;4;162.00
30328;1005.0;5;75.00
30329;973.0;4;11.00
30330;973.0;4;21.00
30331;973.0;4;46.00
30332;973.0;4;237.00
30333;973.0;4;100.00
30334;1514.0;7;6.00
30335;1514.0;7;63.00
30336;1121.0;5;238.00
30337;1310.0;6;72.00
30338;1310.0;6;24.00
30339;1310.0;6;6.00
30340;1310.0;6;76.00
30341;1310.0;6;50.00
30342;1310.0;6;54.00
30343;1310.0;6;74.00
30344;554.0;3;6.00
30345;554.0;3;62.00
30346;966.0;4;8.00
30347;966.0;4;58.00
30348;966.0;4;16.00
30349;966.0;4;12.00
30350;966.0;4;27.00
30351;966.0;4;15.00
30352;966.0;4;43.00
30353;763.0;4;157.00
30354;763.0;4;179.00
30355;763.0;4;2.00
30356;1389.0;6;111.00
30357;1389.0;6;44.00
30358;1389.0;6;13.00
30359;894.0;4;170.00
30360;894.0;4;17.00
30361;894.0;4;13.00
30362;873.0;4;99.00
30363;873.0;4;142.00
30364;873.0;4;47.00
30365;873.0;4;37.00
30366;873.0;4;21.00
30367;763.0;4;14.00
30368;991.0;4;64.00
30369;1246.0;5;123.00
30370;371.0;2;77.00
30371;873.0;4;63.00
30372;873.0;4;119.00
30373;873.0;4;12.00
30374;873.0;4;15.00
30375;1055.0;5;7.00
30376;867.0;4;102.00
30377;1749.0;7;150.00
30378;985.0;4;120.00
30379;985.0;4;109.00
30380;1389.0;6;64.00
30381;1389.0;6;121.00
30382;1389.0;6;166.00
30383;1576.0;7;8.00
30384;1576.0;7;59.00
30385;1576.0;7;48.00
30386;1185.0;5;79.00
30387;852.0;4;43.00
30388;977.0;4;50.00
30389;925.0;4;57.00
30390;925.0;4;11.00
30391;1145.0;5;47.00
30392;1145.0;5;43.00
30393;1145.0;5;28.00
30394;1145.0;5;55.00
30395;1771.0;8;69.00
30396;1771.0;8;56.00
30397;1771.0;8;166.00
30398;1771.0;8;1.00
30399;1771.0;8;77.00
30400;861.0;4;90.00
30401;861.0;4;102.00
30402;2343.0;10;3.00
30403;594.0;3;149.00
30404;594.0;3;102.00
30405;946.0;4;57.00
30406;946.0;4;210.00
30407;946.0;4;26.00
30408;946.0;4;132.00
30409;946.0;4;41.00
30410;1310.0;6;118.00
30411;1501.0;7;21.00
30412;1501.0;7;12.00
30413;1501.0;7;6.00
30414;1501.0;7;3.00
30415;998.0;4;10.00
30416;998.0;4;21.00
30417;1085.0;5;166.00
30418;192.0;1;52.00
30419;192.0;1;50.00
30420;192.0;1;25.00
30421;549.0;3;45.00
30422;1194.0;5;20.00
30423;549.0;3;39.00
30424;549.0;3;19.00
30425;549.0;3;601.00
30426;549.0;3;617.00
30427;700.0;3;75.00
30428;700.0;3;30.00
30429;1709.0;7;9.00
30430;1709.0;7;104.00
30431;964.0;4;50.00
30432;964.0;4;33.00
30433;964.0;4;12.00
30434;964.0;4;31.00
30435;964.0;4;21.00
30436;964.0;4;4.00
30437;964.0;4;103.00
30438;1045.0;5;122.00
30439;1045.0;5;47.00
30440;1013.0;5;61.00
30441;1258.0;6;19.00
30442;1096.0;5;36.00
30443;1080.0;5;27.00
30444;1080.0;5;37.00
30445;1080.0;5;21.00
30446;502.0;3;20.00
30447;502.0;3;102.00
30448;1121.0;5;174.00
30449;2174.0;9;230.00
30450;2174.0;9;37.00
30451;2174.0;9;34.00
30452;2174.0;9;75.00
30453;2174.0;9;72.00
30454;829.0;4;5.00
30455;1096.0;5;211.00
30456;1096.0;5;61.00
30457;957.0;4;180.00
30458;957.0;4;55.00
30459;534.0;3;11.00
30460;226.0;1;19.00
30461;397.0;2;18.00
30462;534.0;3;31.00
30463;534.0;3;17.00
30464;534.0;3;8.00
30465;534.0;3;2.00
30466;763.0;4;59.00
30467;258.0;2;115.00
30468;258.0;2;271.00
30469;1379.0;6;28.00
30470;1379.0;6;17.00
30471;1379.0;6;10.00
30472;1379.0;6;20.00
30473;1379.0;6;45.00
30474;1379.0;6;56.00
30475;1379.0;6;31.00
30476;945.0;4;195.00
30477;927.0;4;5.00
30478;927.0;4;8.00
30479;927.0;4;26.00
30480;1910.0;8;0.00
30481;1910.0;8;11.00
30482;1910.0;8;52.00
30483;1910.0;8;3.00
30484;957.0;4;52.00
30485;2343.0;10;9.00
30486;2343.0;10;26.00
30487;2343.0;10;81.00
30488;913.0;4;7.00
30489;1276.0;6;56.00
30490;1276.0;6;34.00
30491;930.0;4;10.00
30492;930.0;4;97.00
30493;930.0;4;18.00
30494;930.0;4;8.00
30495;982.0;4;
30496;982.0;4;0.00
30497;913.0;4;18.00
30498;913.0;4;21.00
30499;1744.0;7;59.00
30500;1744.0;7;77.00
30501;1744.0;7;134.00
30502;966.0;4;31.00
30503;966.0;4;21.00
30504;966.0;4;14.00
30505;966.0;4;64.00
30506;966.0;4;1.00
30507;966.0;4;7.00
30508;1249.0;5;73.00
30509;1514.0;7;5.00
30510;1514.0;7;66.00
30511;861.0;4;51.00
30512;1055.0;5;63.00
30513;1055.0;5;27.00
30514;1055.0;5;73.00
30515;689.0;3;1.00
30516;689.0;3;2.00
30517;689.0;3;128.00
30518;689.0;3;5.00
30519;689.0;3;13.00
30520;919.0;4;101.00
30521;919.0;4;41.00
30522;982.0;4;19.00
30523;982.0;4;49.00
30524;982.0;4;14.00
30525;982.0;4;50.00
30526;982.0;4;95.00
30527;982.0;4;13.00
30528;982.0;4;9.00
30529;982.0;4;37.00
30530;982.0;4;4.00
30531;466.0;2;58.00
30532;1127.0;5;3.00
30533;1127.0;5;9.00
30534;1127.0;5;10.00
30535;468.0;2;49.00
30536;468.0;2;102.00
30537;468.0;2;31.00
30538;406.0;2;11.00
30539;406.0;2;10.00
30540;842.0;4;21.00
30541;842.0;4;81.00
30542;577.0;3;45.00
30543;842.0;4;51.00
30544;842.0;4;124.00
30545;861.0;4;54.00
30546;861.0;4;32.00
30547;861.0;4;46.00
30548;862.0;4;48.00
30549;862.0;4;40.00
30550;829.0;4;29.00
30551;2176.0;9;38.00
30552;2176.0;9;11.00
30553;2176.0;9;19.00
30554;2176.0;9;15.00
30555;2176.0;9;51.00
30556;2176.0;9;34.00
30557;985.0;4;127.00
30558;1524.0;7;69.00
30559;1524.0;7;16.00
30560;1524.0;7;20.00
30561;1524.0;7;25.00
30562;1524.0;7;30.00
30563;1587.0;7;101.00
30564;1127.0;5;85.00
30565;925.0;4;90.00
30566;1182.0;5;82.00
30567;388.0;2;6.00
30568;1123.0;5;83.00
30569;1123.0;5;45.00
30570;1140.0;5;
30571;1140.0;5;0.00
30572;1140.0;5;14.00
30573;1140.0;5;13.00
30574;1140.0;5;6.00
30575;1140.0;5;26.00
30576;1140.0;5;4.00
30577;1140.0;5;17.00
30578;1140.0;5;32.00
30579;1062.0;5;30.00
30580;1062.0;5;76.00
30581;925.0;4;16.00
30582;925.0;4;50.00
30583;973.0;4;143.00
30584;1140.0;5;194.00
30585;1140.0;5;1.00
30586;1379.0;6;6.00
30587;1379.0;6;148.00
30588;1379.0;6;33.00
30589;1119.0;5;11.00
30590;1119.0;5;28.00
30591;1119.0;5;12.00
30592;1119.0;5;54.00
30593;1119.0;5;59.00
30594;1119.0;5;9.00
30595;425.0;2;13.00
30596;1500.0;7;82.00
30597;1500.0;7;166.00
30598;1500.0;7;17.00
30599;1500.0;7;30.00
30600;973.0;4;32.00
30601;973.0;4;45.00
30602;1843.0;8;168.00
30603;1843.0;8;18.00
30604;1843.0;8;129.00
30605;1843.0;8;51.00
30606;1843.0;8;5.00
30607;1843.0;8;0.00
30608;1670.0;7;7.00
30609;1090.0;5;155.00
30610;1843.0;8;69.00
30611;1843.0;8;15.00
30612;1524.0;7;43.00
30613;1524.0;7;48.00
30614;1524.0;7;23.00
30615;1749.0;7;38.00
30616;1749.0;7;52.00
30617;1105.0;5;24.00
30618;1105.0;5;23.00
30619;925.0;4;225.00
30620;925.0;4;138.00
30621;1065.0;5;162.00
30622;1065.0;5;64.00
30623;1066.0;5;23.00
30624;1066.0;5;50.00
30625;1066.0;5;17.00
30626;1066.0;5;26.00
30627;966.0;4;186.00
30628;966.0;4;25.00
30629;966.0;4;6.00
30630;966.0;4;30.00
30631;966.0;4;163.00
30632;1590.0;7;14.00
30633;1590.0;7;117.00
30634;1590.0;7;1.00
30635;895.0;4;139.00
30636;895.0;4;63.00
30637;895.0;4;39.00
30638;1237.0;5;121.00
30639;1090.0;5;83.00
30640;551.0;3;46.00
30641;551.0;3;95.00
30642;551.0;3;32.00
30643;551.0;3;69.00
30644;994.0;4;46.00
30645;236.0;1;120.00
30646;594.0;3;197.00
30647;594.0;3;63.00
30648;1590.0;7;122.00
30649;1590.0;7;2.00
30650;1590.0;7;27.00
30651;994.0;4;52.00
30652;994.0;4;240.00
30653;994.0;4;196.00
30654;994.0;4;5.00
30655;994.0;4;322.00
30656;1379.0;6;47.00
30657;1379.0;6;23.00
30658;1379.0;6;32.00
30659;1379.0;6;16.00
30660;1242.0;5;61.00
30661;666.0;3;4.00
30662;666.0;3;560.00
30663;666.0;3;95.00
30664;666.0;3;9.00
30665;1237.0;5;94.00
30666;1237.0;5;382.00
30667;1237.0;5;255.00
30668;1237.0;5;162.00
30669;1299.0;6;39.00
30670;1299.0;6;33.00
30671;1299.0;6;48.00
30672;1299.0;6;140.00
30673;1368.0;6;29.00
30674;1368.0;6;10.00
30675;1368.0;6;9.00
30676;1576.0;7;38.00
30677;1576.0;7;22.00
30678;1237.0;5;65.00
30679;1237.0;5;73.00
30680;551.0;3;17.00
30681;551.0;3;72.00
30682;551.0;3;105.00
30683;787.0;4;48.00
30684;1947.0;8;78.00
30685;1947.0;8;43.00
30686;1947.0;8;97.00
30687;1947.0;8;182.00
30688;1947.0;8;62.00
30689;1947.0;8;110.00
30690;983.0;4;90.00
30691;983.0;4;1.00
30692;2381.0;10;3.00
30693;2381.0;10;86.00
30694;2381.0;10;33.00
30695;2381.0;10;9.00
30696;2381.0;10;32.00
30697;1756.0;8;0.00
30698;1756.0;8;
30699;1756.0;8;26.00
30700;1756.0;8;109.00
30701;983.0;4;12.00
30702;983.0;4;15.00
30703;983.0;4;68.00
30704;2136.0;9;
30705;2136.0;9;0.00
30706;2136.0;9;256.00
30707;2136.0;9;1.00
30708;2136.0;9;7.00
30709;2136.0;9;5.00
30710;674.0;3;58.00
30711;674.0;3;112.00
30712;674.0;3;22.00
30713;674.0;3;6.00
30714;983.0;4;17.00
30715;1217.0;5;5.00
30716;1217.0;5;25.00
30717;447.0;2;60.00
30718;447.0;2;74.00
30719;674.0;3;143.00
30720;674.0;3;3.00
30721;177.0;1;23.00
30722;177.0;1;26.00
30723;177.0;1;8.00
30724;1075.0;5;104.00
30725;1075.0;5;36.00
30726;1075.0;5;116.00
30727;1075.0;5;6.00
30728;1075.0;5;14.00
30729;1400.0;6;13.00
30730;1400.0;6;5.00
30731;1576.0;7;49.00
30732;764.0;4;170.00
30733;2106.0;9;43.00
30734;407.0;2;296.00
30735;407.0;2;150.00
30736;719.0;3;56.00
30737;719.0;3;214.00
30738;1624.0;7;63.00
30739;1624.0;7;453.00
30740;1624.0;7;32.00
30741;1400.0;6;16.00
30742;1979.0;8;36.00
30743;1979.0;8;137.00
30744;1979.0;8;71.00
30745;1979.0;8;4.00
30746;895.0;4;42.00
30747;895.0;4;57.00
30748;1979.0;8;908.00
30749;1979.0;8;9.00
30750;1076.0;5;174.00
30751;1076.0;5;159.00
30752;1076.0;5;60.00
30753;1749.0;7;35.00
30754;2149.0;9;17.00
30755;1139.0;5;135.00
30756;1139.0;5;37.00
30757;834.0;4;36.00
30758;834.0;4;215.00
30759;980.0;4;55.00
30760;2039.0;9;231.00
30761;2039.0;9;23.00
30762;738.0;3;25.00
30763;861.0;4;38.00
30764;861.0;4;29.00
30765;861.0;4;83.00
30766;861.0;4;82.00
30767;2039.0;9;615.00
30768;2039.0;9;47.00
30769;2039.0;9;11.00
30770;1514.0;7;24.00
30771;1514.0;7;14.00
30772;1514.0;7;13.00
30773;2227.0;9;9.00
30774;606.0;3;27.00
30775;606.0;3;194.00
30776;406.0;2;108.00
30777;829.0;4;143.00
30778;829.0;4;15.00
30779;594.0;3;230.00
30780;2173.0;9;25.00
30781;2173.0;9;3.00
30782;2173.0;9;36.00
30783;2173.0;9;37.00
30784;2173.0;9;20.00
30785;2173.0;9;45.00
30786;2173.0;9;7.00
30787;2173.0;9;31.00
30788;2173.0;9;12.00
30789;2173.0;9;14.00
30790;1076.0;5;75.00
30791;925.0;4;28.00
30792;925.0;4;33.00
30793;1189.0;5;156.00
30794;1189.0;5;25.00
30795;1189.0;5;73.00
30796;1189.0;5;58.00
30797;1747.0;7;47.00
30798;1747.0;7;71.00
30799;1747.0;7;36.00
30800;1747.0;7;3.00
30801;929.0;4;17.00
30802;929.0;4;80.00
30803;929.0;4;15.00
30804;929.0;4;54.00
30805;836.0;4;84.00
30806;836.0;4;23.00
30807;836.0;4;47.00
30808;1363.0;6;74.00
30809;1363.0;6;38.00
30810;854.0;4;33.00
30811;667.0;3;87.00
30812;1127.0;5;99.00
30813;1127.0;5;36.00
30814;1127.0;5;70.00
30815;1127.0;5;172.00
30816;1127.0;5;12.00
30817;1127.0;5;44.00
30818;1046.0;5;2.00
30819;1046.0;5;136.00
30820;1046.0;5;115.00
30821;1046.0;5;32.00
30822;1046.0;5;48.00
30823;1046.0;5;175.00
30824;1076.0;5;89.00
30825;823.0;4;
30826;823.0;4;0.00
30827;823.0;4;12.00
30828;823.0;4;35.00
30829;1235.0;5;127.00
30830;1235.0;5;153.00
30831;226.0;1;13.00
30832;666.0;3;127.00
30833;666.0;3;7.00
30834;823.0;4;61.00
30835;823.0;4;15.00
30836;823.0;4;2.00
30837;1995.0;8;
30838;1995.0;8;0.00
30839;1995.0;8;15.00
30840;1400.0;6;111.00
30841;1400.0;6;74.00
30842;1072.0;5;37.00
30843;1072.0;5;134.00
30844;1072.0;5;48.00
30845;1072.0;5;22.00
30846;1363.0;6;41.00
30847;1363.0;6;105.00
30848;1363.0;6;34.00
30849;829.0;4;12.00
30850;1011.0;5;44.00
30851;1010.0;5;316.00
30852;1010.0;5;681.00
30853;1010.0;5;107.00
30854;1010.0;5;45.00
30855;563.0;3;36.00
30856;397.0;2;111.00
30857;397.0;2;2.00
30858;1005.0;5;65.00
30859;667.0;3;50.00
30860;667.0;3;48.00
30861;667.0;3;49.00
30862;667.0;3;23.00
30863;667.0;3;89.00
30864;1222.0;5;35.00
30865;1222.0;5;9.00
30866;1222.0;5;19.00
30867;1222.0;5;27.00
30868;1222.0;5;14.00
30869;1222.0;5;38.00
30870;998.0;4;92.00
30871;998.0;4;91.00
30872;998.0;4;108.00
30873;998.0;4;8.00
30874;998.0;4;56.00
30875;998.0;4;3.00
30876;982.0;4;21.00
30877;982.0;4;26.00
30878;982.0;4;920.00
30879;982.0;4;84.00
30880;1979.0;8;62.00
30881;1979.0;8;1.00
30882;1979.0;8;30.00
30883;998.0;4;73.00
30884;998.0;4;122.00
30885;1979.0;8;79.00
30886;1979.0;8;37.00
30887;1979.0;8;11.00
30888;2173.0;9;53.00
30889;1670.0;7;46.00
30890;1670.0;7;16.00
30891;1670.0;7;32.00
30892;1535.0;7;119.00
30893;1535.0;7;6.00
30894;1025.0;5;19.00
30895;1025.0;5;13.00
30896;1025.0;5;11.00
30897;731.0;3;60.00
30898;1119.0;5;4.00
30899;1119.0;5;21.00
30900;1119.0;5;24.00
30901;1119.0;5;18.00
30902;397.0;2;23.00
30903;632.0;3;110.00
30904;632.0;3;86.00
30905;926.0;4;62.00
30906;836.0;4;7.00
30907;2227.0;9;37.00
30908;2227.0;9;19.00
30909;2227.0;9;24.00
30910;2227.0;9;11.00
30911;2227.0;9;16.00
30912;119.0;1;340.00
30913;119.0;1;7.00
30914;119.0;1;35.00
30915;119.0;1;12.00
30916;290.0;2;219.00
30917;290.0;2;18.00
30918;290.0;2;8.00
30919;290.0;2;211.00
30920;408.0;2;14.00
30921;408.0;2;7.00
30922;408.0;2;29.00
30923;408.0;2;84.00
30924;196.0;1;4.00
30925;708.0;3;3.00
30926;708.0;3;83.00
30927;708.0;3;2.00
30928;708.0;3;1.00
30929;708.0;3;34.00
30930;347.0;2;1152.00
30931;396.0;2;147.00
30932;396.0;2;15.00
30933;396.0;2;0.00
30934;396.0;2;471.00
30935;396.0;2;36.00
30936;268.0;2;18.00
30937;921.0;4;16.00
30938;396.0;2;20.00
30939;396.0;2;30.00
30940;396.0;2;33.00
30941;396.0;2;2.00
30942;391.0;2;100.00
30943;690.0;3;79.00
30944;524.0;3;1.00
30945;524.0;3;67.00
30946;524.0;3;5.00
30947;524.0;3;68.00
30948;524.0;3;3.00
30949;524.0;3;10.00
30950;524.0;3;4.00
30951;524.0;3;296.00
30952;524.0;3;85.00
30953;771.0;4;64.00
30954;771.0;4;49.00
30955;771.0;4;43.00
30956;771.0;4;44.00
30957;771.0;4;3.00
30958;771.0;4;1.00
30959;771.0;4;4.00
30960;213.0;1;20.00
30961;213.0;1;4.00
30962;391.0;2;48.00
30963;769.0;4;14.00
30964;769.0;4;18.00
30965;769.0;4;192.00
30966;769.0;4;6.00
30967;769.0;4;8.00
30968;769.0;4;19.00
30969;177.0;1;5.00
30970;481.0;2;4.00
30971;481.0;2;3.00
30972;481.0;2;61.00
30973;370.0;2;92.00
30974;185.0;1;48.00
30975;185.0;1;13.00
30976;226.0;1;53.00
30977;515.0;3;60.00
30978;430.0;2;7.00
30979;430.0;2;8.00
30980;476.0;2;
30981;476.0;2;15.00
30982;476.0;2;25.00
30983;476.0;2;5.00
30984;476.0;2;16.00
30985;476.0;2;0.00
30986;476.0;2;14.00
30987;476.0;2;24.00
30988;476.0;2;8.00
30989;476.0;2;88.00
30990;274.0;2;57.00
30991;274.0;2;227.00
30992;274.0;2;6.00
30993;175.0;1;36.00
30994;175.0;1;2.00
30995;175.0;1;6.00
30996;175.0;1;7.00
30997;298.0;2;22.00
30998;298.0;2;8.00
30999;298.0;2;13.00
31000;298.0;2;82.00
31001;588.0;3;38.00
31002;507.0;3;20.00
31003;507.0;3;84.00
31004;507.0;3;79.00
31005;564.0;3;1.00
31006;318.0;2;0.00
31007;318.0;2;
31008;318.0;2;6.00
31009;318.0;2;2.00
31010;212.0;1;81.00
31011;177.0;1;249.00
31012;177.0;1;14.00
31013;488.0;2;33.00
31014;488.0;2;143.00
31015;488.0;2;20.00
31016;488.0;2;14.00
31017;488.0;2;8.00
31018;83.0;1;57.00
31019;83.0;1;336.00
31020;83.0;1;110.00
31021;83.0;1;10.00
31022;370.0;2;261.00
31023;370.0;2;35.00
31024;282.0;2;11.00
31025;590.0;3;91.00
31026;590.0;3;30.00
31027;771.0;4;22.00
31028;771.0;4;17.00
31029;771.0;4;5.00
31030;771.0;4;100.00
31031;921.0;4;99.00
31032;921.0;4;25.00
31033;921.0;4;41.00
31034;921.0;4;19.00
31035;921.0;4;3.00
31036;921.0;4;10.00
31037;921.0;4;111.00
31038;716.0;3;
31039;716.0;3;11.00
31040;716.0;3;0.00
31041;91.0;1;24.00
31042;91.0;1;17.00
31043;91.0;1;2.00
31044;91.0;1;77.00
31045;91.0;1;20.00
31046;91.0;1;34.00
31047;708.0;3;15.00
31048;708.0;3;31.00
31049;221.0;1;125.00
31050;212.0;1;51.00
31051;212.0;1;159.00
31052;590.0;3;81.00
31053;91.0;1;15.00
31054;91.0;1;55.00
31055;91.0;1;7.00
31056;91.0;1;11.00
31057;91.0;1;133.00
31058;91.0;1;61.00
31059;91.0;1;42.00
31060;279.0;2;52.00
31061;279.0;2;76.00
31062;279.0;2;77.00
31063;279.0;2;7.00
31064;509.0;3;3.00
31065;509.0;3;51.00
31066;313.0;2;38.00
31067;313.0;2;3.00
31068;313.0;2;1.00
31069;313.0;2;5.00
31070;313.0;2;2.00
31071;313.0;2;35.00
31072;313.0;2;13.00
31073;313.0;2;28.00
