idevent;_CarrierDelay;_WeatherDelay;_NASDelay
1;292.0;2;
2;305.0;2;
3;422.0;2;
4;359.0;2;
5;313.0;2;
6;339.0;2;
7;113.0;1;
8;260.0;2;
9;444.0;2;
10;559.0;3;
11;119.0;1;
12;372.0;2;
13;573.0;3;
14;269.0;2;
15;280.0;2;
16;228.0;1;0.00
17;487.0;2;
18;298.0;2;
19;383.0;2;
20;150.0;1;
21;283.0;2;
22;90.0;1;
23;409.0;2;
24;123.0;1;
25;109.0;1;
26;296.0;2;
27;576.0;3;
28;120.0;1;194.00
29;541.0;3;
30;326.0;2;80.00
31;84.0;1;
32;463.0;2;
33;809.0;4;
34;563.0;3;
35;931.0;4;
36;1014.0;5;
37;120.0;1;
38;589.0;3;
39;760.0;4;
40;1482.0;6;
41;315.0;2;
42;649.0;3;
43;871.0;4;
44;199.0;1;
45;158.0;1;
46;266.0;2;
47;1437.0;6;
48;1048.0;5;
49;844.0;4;
50;300.0;2;
51;833.0;4;
52;599.0;3;
53;733.0;3;
54;954.0;4;
55;522.0;3;
56;1075.0;5;21.00
57;326.0;2;
58;577.0;3;
59;395.0;2;
60;391.0;2;
61;606.0;3;
62;73.0;1;
63;582.0;3;
64;363.0;2;
65;833.0;4;30.00
66;964.0;4;
67;896.0;4;
68;125.0;1;
69;483.0;2;
70;110.0;1;
71;370.0;2;
72;1195.0;5;
73;752.0;4;
74;1013.0;5;
75;462.0;2;
76;1250.0;6;
77;157.0;1;
78;196.0;1;
79;177.0;1;
80;421.0;2;
81;651.0;3;
82;262.0;2;54.00
83;66.0;1;
84;590.0;3;
85;796.0;4;39.00
86;77.0;1;
87;585.0;3;
88;872.0;4;
89;849.0;4;
90;848.0;4;
91;977.0;4;
92;751.0;4;
93;913.0;4;
94;826.0;4;
95;637.0;3;
96;190.0;1;
97;722.0;3;
98;627.0;3;
99;657.0;3;
100;1208.0;5;
101;412.0;2;
102;125.0;1;0.00
103;500.0;3;
104;984.0;4;
105;898.0;4;
106;235.0;1;
107;1236.0;5;
108;86.0;1;
109;748.0;3;
110;262.0;2;
111;737.0;3;
112;639.0;3;
113;616.0;3;
114;251.0;2;
115;192.0;1;
116;501.0;3;
117;1162.0;5;
118;623.0;3;
119;1414.0;6;
120;456.0;2;
121;807.0;4;
122;212.0;1;
123;902.0;4;27.00
124;495.0;2;
125;230.0;1;
126;1024.0;5;
127;156.0;1;
128;406.0;2;
129;850.0;4;28.00
130;1083.0;5;
131;557.0;3;
132;1208.0;5;33.00
133;896.0;4;32.00
134;313.0;2;56.00
135;986.0;4;
136;833.0;4;35.00
137;845.0;4;
138;157.0;1;39.00
139;91.0;1;65.00
140;421.0;2;136.00
141;1236.0;5;94.00
142;852.0;4;17.00
143;599.0;3;0.00
144;582.0;3;47.00
145;896.0;4;0.00
146;141.0;1;72.00
147;472.0;2;
148;516.0;3;63.00
149;196.0;1;58.00
150;196.0;1;0.00
151;693.0;3;73.00
152;784.0;4;38.00
153;266.0;2;24.00
154;406.0;2;56.00
155;264.0;2;0.00
156;1464.0;6;113.00
157;996.0;4;22.00
158;409.0;2;0.00
159;298.0;2;71.00
160;391.0;2;210.00
161;456.0;2;37.00
162;383.0;2;19.00
163;1482.0;6;28.00
164;209.0;1;73.00
165;409.0;2;252.00
166;251.0;2;125.00
167;209.0;1;80.00
168;639.0;3;79.00
169;120.0;1;49.00
170;264.0;2;
171;349.0;2;
172;73.0;1;0.00
173;583.0;3;
174;542.0;3;0.00
175;536.0;3;
176;1199.0;5;0.00
177;250.0;2;
178;212.0;1;0.00
179;913.0;4;0.00
180;1269.0;6;
181;298.0;2;0.00
182;289.0;2;
183;359.0;2;0.00
184;179.0;1;
185;436.0;2;0.00
186;123.0;1;27.00
187;369.0;2;
188;588.0;3;
189;524.0;3;0.00
190;299.0;2;271.00
191;770.0;4;
192;295.0;2;
193;563.0;3;53.00
194;541.0;3;32.00
195;334.0;2;
196;489.0;2;
197;517.0;3;
198;151.0;1;
199;557.0;3;0.00
200;346.0;2;
201;228.0;1;
202;360.0;2;0.00
203;83.0;1;
204;582.0;3;0.00
205;360.0;2;
206;313.0;2;0.00
207;466.0;2;0.00
208;259.0;2;26.00
209;484.0;2;
210;269.0;2;17.00
211;342.0;2;
212;260.0;2;23.00
213;541.0;3;0.00
214;305.0;2;0.00
215;638.0;3;
216;1123.0;5;
217;852.0;4;0.00
218;501.0;3;0.00
219;300.0;2;0.00
220;744.0;3;
221;308.0;2;0.00
222;463.0;2;0.00
223;120.0;1;0.00
224;542.0;3;
225;599.0;3;30.00
226;109.0;1;30.00
227;325.0;2;
228;359.0;2;81.00
229;342.0;2;0.00
230;259.0;2;
231;259.0;2;0.00
232;557.0;3;34.00
233;296.0;2;23.00
234;484.0;2;0.00
235;383.0;2;0.00
236;516.0;3;19.00
237;495.0;2;24.00
238;238.0;1;
239;896.0;4;47.00
240;563.0;3;0.00
241;137.0;1;
242;458.0;2;
243;89.0;1;
244;420.0;2;
245;667.0;3;0.00
246;959.0;4;
247;845.0;4;54.00
248;533.0;3;
249;623.0;3;0.00
250;692.0;3;
251;391.0;2;20.00
252;883.0;4;36.00
253;801.0;4;
254;768.0;4;
255;604.0;3;
256;458.0;2;0.00
257;583.0;3;0.00
258;802.0;4;0.00
259;1186.0;5;
260;744.0;3;0.00
261;599.0;3;27.00
262;299.0;2;
263;632.0;3;
264;577.0;3;0.00
265;582.0;3;60.00
266;326.0;2;0.00
267;594.0;3;0.00
268;334.0;2;42.00
269;717.0;3;
270;689.0;3;0.00
271;562.0;3;42.00
272;483.0;2;0.00
273;110.0;1;56.00
274;286.0;2;
275;1208.0;5;0.00
276;607.0;3;
277;192.0;1;30.00
278;224.0;1;
279;501.0;3;228.00
280;305.0;2;135.00
281;438.0;2;
282;533.0;3;0.00
283;483.0;2;15.00
284;630.0;3;
285;152.0;1;
286;363.0;2;0.00
287;667.0;3;
288;323.0;2;
289;139.0;1;
290;604.0;3;0.00
291;258.0;2;
292;395.0;2;0.00
293;607.0;3;0.00
294;299.0;2;0.00
295;373.0;2;0.00
296;429.0;2;
297;844.0;4;0.00
298;391.0;2;0.00
299;852.0;4;30.00
300;522.0;3;0.00
301;1118.0;5;
302;563.0;3;27.00
303;1013.0;5;0.00
304;530.0;3;0.00
305;844.0;4;24.00
306;139.0;1;82.00
307;472.0;2;15.00
308;692.0;3;0.00
309;266.0;2;133.00
310;412.0;2;0.00
311;224.0;1;0.00
312;620.0;3;
313;763.0;4;
314;796.0;4;0.00
315;329.0;2;
316;230.0;1;0.00
317;541.0;3;16.00
318;209.0;1;
319;692.0;3;89.00
320;403.0;2;
321;516.0;3;
322;251.0;2;0.00
323;280.0;2;0.00
324;283.0;2;0.00
325;444.0;2;0.00
326;292.0;2;0.00
327;517.0;3;25.00
328;578.0;3;
329;383.0;2;26.00
330;484.0;2;20.00
331;359.0;2;20.00
332;109.0;1;0.00
333;296.0;2;0.00
334;113.0;1;0.00
335;463.0;2;34.00
336;594.0;3;
337;693.0;3;
338;674.0;3;
339;760.0;4;0.00
340;158.0;1;83.00
341;451.0;2;
342;643.0;3;
343;1075.0;5;
344;483.0;2;76.00
345;1162.0;5;0.00
346;936.0;4;
347;1464.0;6;
348;639.0;3;0.00
349;221.0;1;0.00
350;612.0;3;
351;541.0;3;46.00
352;637.0;3;26.00
353;300.0;2;17.00
354;639.0;3;86.00
355;251.0;2;26.00
356;391.0;2;18.00
357;530.0;3;
358;996.0;4;
359;657.0;3;0.00
360;73.0;1;18.00
361;1024.0;5;0.00
362;852.0;4;
363;737.0;3;0.00
364;120.0;1;29.00
365;752.0;4;691.00
366;557.0;3;17.00
367;763.0;4;24.00
368;726.0;3;
369;416.0;2;
370;763.0;4;31.00
371;784.0;4;
372;436.0;2;
373;409.0;2;65.00
374;1026.0;5;
375;141.0;1;15.00
376;264.0;2;54.00
377;158.0;1;31.00
378;212.0;1;144.00
379;1075.0;5;0.00
380;984.0;4;0.00
381;896.0;4;55.00
382;110.0;1;31.00
383;1195.0;5;0.00
384;550.0;3;
385;1437.0;6;15.00
386;781.0;4;53.00
387;916.0;4;
388;177.0;1;143.00
389;235.0;1;20.00
390;201.0;1;
391;84.0;1;15.00
392;649.0;3;16.00
393;844.0;4;26.00
394;125.0;1;15.00
395;770.0;4;16.00
396;501.0;3;86.00
397;1337.0;6;
398;1014.0;5;62.00
399;1278.0;6;0.00
400;230.0;1;22.00
401;235.0;1;0.00
402;871.0;4;0.00
403;125.0;1;94.00
404;1075.0;5;49.00
405;201.0;1;15.00
406;883.0;4;
407;1269.0;6;39.00
408;73.0;1;31.00
409;120.0;1;23.00
410;292.0;2;17.00
411;582.0;3;17.00
412;289.0;2;127.00
413;305.0;2;102.00
414;91.0;1;31.00
415;674.0;3;0.00
416;1014.0;5;94.00
417;196.0;1;16.00
418;296.0;2;29.00
419;158.0;1;0.00
420;737.0;3;756.00
421;817.0;4;
422;110.0;1;18.00
423;1013.0;5;92.00
424;1013.0;5;34.00
425;251.0;2;42.00
426;733.0;3;0.00
427;848.0;4;122.00
428;373.0;2;
429;752.0;4;17.00
430;751.0;4;41.00
431;524.0;3;
432;199.0;1;17.00
433;391.0;2;17.00
434;212.0;1;74.00
435;606.0;3;99.00
436;109.0;1;32.00
437;235.0;1;49.00
438;848.0;4;0.00
439;1014.0;5;26.00
440;896.0;4;15.00
441;913.0;4;85.00
442;722.0;3;0.00
443;237.0;1;0.00
444;152.0;1;16.00
445;250.0;2;21.00
446;641.0;3;
447;871.0;4;26.00
448;594.0;3;32.00
449;236.0;1;
450;587.0;3;
451;848.0;4;87.00
452;582.0;3;22.00
453;517.0;3;23.00
454;436.0;2;38.00
455;325.0;2;142.00
456;466.0;2;
457;228.0;1;43.00
458;91.0;1;
459;911.0;4;32.00
460;1091.0;5;
461;1482.0;6;18.00
462;871.0;4;15.00
463;791.0;4;
464;1278.0;6;
465;174.0;1;
466;557.0;3;493.00
467;125.0;1;66.00
468;192.0;1;49.00
469;258.0;2;103.00
470;409.0;2;1740.00
471;651.0;3;199.00
472;913.0;4;131.00
473;657.0;3;57.00
474;1269.0;6;46.00
475;1250.0;6;0.00
476;177.0;1;148.00
477;429.0;2;41.00
478;177.0;1;0.00
479;258.0;2;0.00
480;852.0;4;20.00
481;616.0;3;0.00
482;657.0;3;47.00
483;125.0;1;119.00
484;403.0;2;0.00
485;1278.0;6;21.00
486;599.0;3;87.00
487;1083.0;5;21.00
488;627.0;3;53.00
489;696.0;3;
490;641.0;3;19.00
491;847.0;4;
492;462.0;2;44.00
493;1123.0;5;17.00
494;1385.0;6;38.00
495;289.0;2;39.00
496;573.0;3;0.00
497;83.0;1;0.00
498;487.0;2;53.00
499;1492.0;6;
500;794.0;4;
501;1014.0;5;17.00
502;606.0;3;30.00
503;689.0;3;
504;1195.0;5;15.00
505;627.0;3;184.00
506;305.0;2;31.00
507;125.0;1;46.00
508;191.0;1;16.00
509;223.0;1;
510;796.0;4;84.00
511;495.0;2;35.00
512;607.0;3;29.00
513;776.0;4;
514;264.0;2;53.00
515;258.0;2;192.00
516;1337.0;6;101.00
517;224.0;1;41.00
518;1024.0;5;18.00
519;224.0;1;31.00
520;495.0;2;215.00
521;657.0;3;18.00
522;409.0;2;88.00
523;667.0;3;125.00
524;141.0;1;36.00
525;1504.0;7;34.00
526;902.0;4;
527;1199.0;5;
528;308.0;2;
529;913.0;4;34.00
530;641.0;3;69.00
531;847.0;4;29.00
532;1385.0;6;55.00
533;1201.0;5;
534;152.0;1;50.00
535;120.0;1;20.00
536;760.0;4;18.00
537;802.0;4;
538;883.0;4;0.00
539;599.0;3;53.00
540;299.0;2;28.00
541;329.0;2;18.00
542;266.0;2;413.00
543;896.0;4;50.00
544;212.0;1;32.00
545;1024.0;5;212.00
546;959.0;4;0.00
547;582.0;3;376.00
548;752.0;4;27.00
549;391.0;2;676.00
550;83.0;1;27.00
551;113.0;1;141.00
552;409.0;2;107.00
553;326.0;2;84.00
554;127.0;1;
555;421.0;2;94.00
556;66.0;1;607.00
557;883.0;4;17.00
558;391.0;2;15.00
559;562.0;3;
560;373.0;2;33.00
561;158.0;1;75.00
562;850.0;4;
563;898.0;4;0.00
564;86.0;1;60.00
565;483.0;2;237.00
566;911.0;4;
567;723.0;3;
568;1091.0;5;32.00
569;516.0;3;15.00
570;141.0;1;
571;416.0;2;31.00
572;416.0;2;0.00
573;137.0;1;25.00
574;191.0;1;
575;119.0;1;0.00
576;541.0;3;85.00
577;737.0;3;21.00
578;264.0;2;52.00
579;125.0;1;25.00
580;316.0;2;
581;781.0;4;
582;1013.0;5;57.00
583;137.0;1;0.00
584;599.0;3;31.00
585;391.0;2;16.00
586;125.0;1;36.00
587;1236.0;5;19.00
588;212.0;1;19.00
589;391.0;2;83.00
590;120.0;1;100.00
591;125.0;1;22.00
592;458.0;2;25.00
593;604.0;3;27.00
594;391.0;2;50.00
595;637.0;3;45.00
596;456.0;2;0.00
597;977.0;4;0.00
598;196.0;1;22.00
599;516.0;3;25.00
600;84.0;1;94.00
601;238.0;1;0.00
602;627.0;3;17.00
603;141.0;1;0.00
604;89.0;1;0.00
605;487.0;2;116.00
606;360.0;2;18.00
607;150.0;1;0.00
608;289.0;2;33.00
609;150.0;1;21.00
610;179.0;1;0.00
611;91.0;1;302.00
612;296.0;2;15.00
613;260.0;2;62.00
614;123.0;1;21.00
615;573.0;3;22.00
616;109.0;1;22.00
617;84.0;1;0.00
618;623.0;3;27.00
619;524.0;3;130.00
620;604.0;3;284.00
621;221.0;1;
622;298.0;2;40.00
623;269.0;2;0.00
624;259.0;2;23.00
625;420.0;2;0.00
626;809.0;4;64.00
627;541.0;3;37.00
628;472.0;2;0.00
629;844.0;4;37.00
630;582.0;3;74.00
631;589.0;3;0.00
632;964.0;4;18.00
633;637.0;3;0.00
634;300.0;2;20.00
635;429.0;2;0.00
636;500.0;3;157.00
637;483.0;2;106.00
638;623.0;3;141.00
639;77.0;1;16.00
640;212.0;1;27.00
641;157.0;1;0.00
642;616.0;3;76.00
643;235.0;1;65.00
644;1236.0;5;0.00
645;852.0;4;193.00
646;141.0;1;75.00
647;809.0;4;16.00
648;212.0;1;78.00
649;349.0;2;36.00
650;230.0;1;19.00
651;850.0;4;0.00
652;495.0;2;0.00
653;845.0;4;37.00
654;1091.0;5;0.00
655;737.0;3;114.00
656;845.0;4;0.00
657;409.0;2;113.00
658;964.0;4;0.00
659;604.0;3;17.00
660;125.0;1;78.00
661;657.0;3;110.00
662;623.0;3;15.00
663;156.0;1;0.00
664;150.0;1;20.00
665;123.0;1;0.00
666;120.0;1;95.00
667;369.0;2;0.00
668;84.0;1;24.00
669;292.0;2;15.00
670;487.0;2;0.00
671;372.0;2;36.00
672;372.0;2;0.00
673;342.0;2;21.00
674;372.0;2;387.00
675;487.0;2;18.00
676;339.0;2;0.00
677;383.0;2;23.00
678;500.0;3;19.00
679;542.0;3;44.00
680;472.0;2;16.00
681;844.0;4;15.00
682;693.0;3;0.00
683;585.0;3;0.00
684;627.0;3;26.00
685;191.0;1;82.00
686;196.0;1;40.00
687;936.0;4;81.00
688;849.0;4;0.00
689;84.0;1;101.00
690;501.0;3;51.00
691;913.0;4;71.00
692;1013.0;5;85.00
693;157.0;1;68.00
694;125.0;1;95.00
695;86.0;1;0.00
696;1013.0;5;74.00
697;516.0;3;188.00
698;359.0;2;33.00
699;237.0;1;
700;230.0;1;36.00
701;726.0;3;24.00
702;589.0;3;324.00
703;582.0;3;59.00
704;483.0;2;18.00
705;1013.0;5;124.00
706;501.0;3;90.00
707;289.0;2;30.00
708;325.0;2;0.00
709;559.0;3;258.00
710;305.0;2;71.00
711;109.0;1;15.00
712;422.0;2;154.00
713;528.0;3;43.00
714;86.0;1;21.00
715;630.0;3;0.00
716;1013.0;5;52.00
717;157.0;1;19.00
718;630.0;3;138.00
719;528.0;3;27.00
720;209.0;1;145.00
721;643.0;3;0.00
722;251.0;2;37.00
723;109.0;1;33.00
724;931.0;4;17.00
725;770.0;4;19.00
726;760.0;4;34.00
727;845.0;4;49.00
728;627.0;3;21.00
729;1083.0;5;29.00
730;872.0;4;0.00
731;763.0;4;0.00
732;524.0;3;58.00
733;113.0;1;112.00
734;359.0;2;34.00
735;369.0;2;26.00
736;913.0;4;70.00
737;152.0;1;84.00
738;73.0;1;28.00
739;723.0;3;16.00
740;1083.0;5;34.00
741;737.0;3;364.00
742;585.0;3;25.00
743;86.0;1;42.00
744;463.0;2;33.00
745;201.0;1;639.00
746;262.0;2;0.00
747;86.0;1;30.00
748;420.0;2;15.00
749;77.0;1;105.00
750;896.0;4;211.00
751;1269.0;6;31.00
752;421.0;2;154.00
753;190.0;1;37.00
754;1123.0;5;44.00
755;1208.0;5;117.00
756;458.0;2;143.00
757;563.0;3;122.00
758;599.0;3;32.00
759;84.0;1;113.00
760;1123.0;5;42.00
761;391.0;2;831.00
762;91.0;1;0.00
763;760.0;4;50.00
764;360.0;2;52.00
765;259.0;2;31.00
766;948.0;4;211.00
767;483.0;2;73.00
768;768.0;4;182.00
769;582.0;3;183.00
770;152.0;1;105.00
771;409.0;2;44.00
772;196.0;1;55.00
773;1236.0;5;113.00
774;623.0;3;20.00
775;262.0;2;23.00
776;657.0;3;55.00
777;582.0;3;148.00
778;559.0;3;0.00
779;300.0;2;61.00
780;898.0;4;301.00
781;406.0;2;87.00
782;692.0;3;227.00
783;156.0;1;75.00
784;594.0;3;432.00
785;463.0;2;188.00
786;752.0;4;98.00
787;896.0;4;41.00
788;517.0;3;121.00
789;896.0;4;129.00
790;125.0;1;1256.00
791;599.0;3;79.00
792;264.0;2;34.00
793;436.0;2;26.00
794;883.0;4;32.00
795;657.0;3;134.00
796;1385.0;6;0.00
797;1083.0;5;0.00
798;1437.0;6;0.00
799;801.0;4;354.00
800;1014.0;5;0.00
801;462.0;2;0.00
802;1449.0;6;
803;606.0;3;0.00
804;524.0;3;20.00
805;1162.0;5;16.00
806;174.0;1;44.00
807;1269.0;6;0.00
808;409.0;2;196.00
809;649.0;3;31.00
810;1414.0;6;0.00
811;913.0;4;15.00
812;395.0;2;59.00
813;1482.0;6;0.00
814;588.0;3;26.00
815;522.0;3;47.00
816;1041.0;5;0.00
817;936.0;4;31.00
818;299.0;2;32.00
819;1337.0;6;34.00
820;109.0;1;27.00
821;612.0;3;83.00
822;251.0;2;16.00
823;737.0;3;59.00
824;363.0;2;48.00
825;421.0;2;21.00
826;936.0;4;18.00
827;796.0;4;58.00
828;1210.0;5;
829;606.0;3;15.00
830;1341.0;6;
831;1123.0;5;37.00
832;235.0;1;19.00
833;612.0;3;42.00
834;1118.0;5;0.00
835;152.0;1;0.00
836;413.0;2;0.00
837;308.0;2;745.00
838;562.0;3;0.00
839;300.0;2;23.00
840;604.0;3;16.00
841;349.0;2;47.00
842;125.0;1;20.00
843;627.0;3;0.00
844;524.0;3;32.00
845;1024.0;5;28.00
846;589.0;3;25.00
847;223.0;1;25.00
848;483.0;2;43.00
849;517.0;3;24.00
850;228.0;1;15.00
851;90.0;1;0.00
852;346.0;2;0.00
853;150.0;1;33.00
854;109.0;1;24.00
855;269.0;2;31.00
856;578.0;3;17.00
857;313.0;2;21.00
858;495.0;2;55.00
859;1492.0;6;0.00
860;872.0;4;29.00
861;73.0;1;53.00
862;760.0;4;172.00
863;883.0;4;49.00
864;73.0;1;46.00
865;391.0;2;29.00
866;251.0;2;19.00
867;639.0;3;33.00
868;212.0;1;46.00
869;809.0;4;373.00
870;391.0;2;23.00
871;127.0;1;0.00
872;1278.0;6;26.00
873;212.0;1;39.00
874;266.0;2;190.00
875;607.0;3;184.00
876;1117.0;5;76.00
877;190.0;1;25.00
878;612.0;3;0.00
879;530.0;3;160.00
880;954.0;4;0.00
881;931.0;4;32.00
882;1337.0;6;37.00
883;1449.0;6;0.00
884;251.0;2;31.00
885;495.0;2;23.00
886;152.0;1;27.00
887;996.0;4;45.00
888;760.0;4;24.00
889;300.0;2;37.00
890;911.0;4;0.00
891;1162.0;5;21.00
892;391.0;2;24.00
893;1337.0;6;0.00
894;563.0;3;24.00
895;251.0;2;62.00
896;850.0;4;39.00
897;752.0;4;91.00
898;557.0;3;26.00
899;1385.0;6;
900;516.0;3;59.00
901;495.0;2;26.00
902;300.0;2;38.00
903;896.0;4;44.00
904;752.0;4;49.00
905;563.0;3;179.00
906;768.0;4;25.00
907;363.0;2;35.00
908;84.0;1;31.00
909;495.0;2;145.00
910;269.0;2;217.00
911;91.0;1;181.00
912;752.0;4;41.00
913;604.0;3;29.00
914;516.0;3;82.00
915;883.0;4;52.00
916;594.0;3;866.00
917;500.0;3;159.00
918;174.0;1;169.00
919;305.0;2;44.00
920;370.0;2;0.00
921;916.0;4;99.00
922;395.0;2;54.00
923;651.0;3;24.00
924;66.0;1;0.00
925;1024.0;5;29.00
926;563.0;3;19.00
927;199.0;1;19.00
928;73.0;1;26.00
929;125.0;1;18.00
930;582.0;3;28.00
931;984.0;4;21.00
932;1337.0;6;472.00
933;84.0;1;90.00
934;1048.0;5;17.00
935;1013.0;5;41.00
936;911.0;4;100.00
937;456.0;2;114.00
938;1041.0;5;66.00
939;190.0;1;912.00
940;563.0;3;15.00
941;1242.0;5;
942;733.0;3;16.00
943;174.0;1;15.00
944;1117.0;5;
945;533.0;3;40.00
946;796.0;4;
947;125.0;1;40.00
948;791.0;4;0.00
949;120.0;1;21.00
950;1652.0;7;
951;674.0;3;30.00
952;557.0;3;15.00
953;896.0;4;91.00
954;752.0;4;57.00
955;125.0;1;17.00
956;768.0;4;357.00
957;557.0;3;175.00
958;589.0;3;34.00
959;451.0;2;51.00
960;438.0;2;0.00
961;421.0;2;122.00
962;66.0;1;189.00
963;1652.0;7;110.00
964;996.0;4;64.00
965;73.0;1;22.00
966;484.0;2;56.00
967;298.0;2;62.00
968;573.0;3;200.00
969;1385.0;6;493.00
970;250.0;2;0.00
971;120.0;1;50.00
972;542.0;3;123.00
973;588.0;3;31.00
974;463.0;2;23.00
975;850.0;4;50.00
976;326.0;2;41.00
977;495.0;2;15.00
978;391.0;2;37.00
979;1091.0;5;27.00
980;913.0;4;396.00
981;1083.0;5;15.00
982;763.0;4;23.00
983;847.0;4;43.00
984;266.0;2;87.00
985;150.0;1;15.00
986;583.0;3;28.00
987;372.0;2;79.00
988;489.0;2;72.00
989;359.0;2;58.00
990;109.0;1;21.00
991;429.0;2;36.00
992;1208.0;5;23.00
993;300.0;2;22.00
994;73.0;1;36.00
995;1250.0;6;34.00
996;996.0;4;73.00
997;852.0;4;150.00
998;372.0;2;22.00
999;409.0;2;48.00
1000;913.0;4;67.00
1001;737.0;3;35.00
1002;125.0;1;16.00
1003;77.0;1;323.00
1004;125.0;1;47.00
1005;1269.0;6;19.00
1006;852.0;4;1003.00
1007;342.0;2;15.00
1008;339.0;2;98.00
1009;528.0;3;
1010;316.0;2;54.00
1011;737.0;3;31.00
1012;316.0;2;189.00
1013;1179.0;5;
1014;212.0;1;24.00
1015;1013.0;5;21.00
1016;109.0;1;139.00
1017;179.0;1;28.00
1018;582.0;3;35.00
1019;150.0;1;27.00
1020;156.0;1;248.00
1021;313.0;2;43.00
1022;346.0;2;236.00
1023;896.0;4;304.00
1024;563.0;3;62.00
1025;295.0;2;21.00
1026;391.0;2;30.00
1027;359.0;2;18.00
1028;1024.0;5;55.00
1029;748.0;3;15.00
1030;931.0;4;53.00
1031;623.0;3;23.00
1032;883.0;4;48.00
1033;1123.0;5;0.00
1034;577.0;3;37.00
1035;594.0;3;71.00
1036;495.0;2;38.00
1037;235.0;1;68.00
1038;599.0;3;112.00
1039;296.0;2;16.00
1040;109.0;1;46.00
1041;260.0;2;21.00
1042;305.0;2;21.00
1043;557.0;3;44.00
1044;578.0;3;52.00
1045;489.0;2;15.00
1046;472.0;2;47.00
1047;409.0;2;149.00
1048;421.0;2;61.00
1049;516.0;3;27.00
1050;1504.0;7;
1051;522.0;3;103.00
1052;420.0;2;1061.00
1053;192.0;1;0.00
1054;913.0;4;114.00
1055;752.0;4;67.00
1056;1083.0;5;23.00
1057;557.0;3;158.00
1058;413.0;2;
1059;73.0;1;50.00
1060;391.0;2;26.00
1061;359.0;2;31.00
1062;259.0;2;65.00
1063;120.0;1;25.00
1064;458.0;2;35.00
1065;190.0;1;0.00
1066;472.0;2;48.00
1067;639.0;3;32.00
1068;451.0;2;95.00
1069;391.0;2;33.00
1070;158.0;1;445.00
1071;639.0;3;102.00
1072;250.0;2;24.00
1073;212.0;1;86.00
1074;483.0;2;23.00
1075;833.0;4;1569.00
1076;896.0;4;34.00
1077;751.0;4;27.00
1078;751.0;4;50.00
1079;541.0;3;92.00
1080;363.0;2;225.00
1081;717.0;3;15.00
1082;1162.0;5;18.00
1083;533.0;3;17.00
1084;120.0;1;57.00
1085;1041.0;5;
1086;391.0;2;32.00
1087;524.0;3;15.00
1088;156.0;1;15.00
1089;391.0;2;44.00
1090;86.0;1;23.00
1091;224.0;1;16.00
1092;462.0;2;90.00
1093;864.0;4;
1094;563.0;3;47.00
1095;844.0;4;42.00
1096;139.0;1;64.00
1097;73.0;1;90.00
1098;627.0;3;22.00
1099;1024.0;5;32.00
1100;852.0;4;21.00
1101;1048.0;5;26.00
1102;589.0;3;21.00
1103;563.0;3;41.00
1104;429.0;2;23.00
1105;489.0;2;0.00
1106;151.0;1;17.00
1107;298.0;2;37.00
1108;125.0;1;62.00
1109;280.0;2;20.00
1110;269.0;2;21.00
1111;325.0;2;57.00
1112;260.0;2;16.00
1113;578.0;3;28.00
1114;489.0;2;110.00
1115;91.0;1;52.00
1116;119.0;1;99.00
1117;119.0;1;119.00
1118;594.0;3;55.00
1119;770.0;4;0.00
1120;84.0;1;18.00
1121;1026.0;5;0.00
1122;316.0;2;0.00
1123;1242.0;5;0.00
1124;649.0;3;0.00
1125;127.0;1;16.00
1126;867.0;4;
1127;483.0;2;25.00
1128;632.0;3;0.00
1129;588.0;3;0.00
1130;258.0;2;33.00
1131;286.0;2;0.00
1132;363.0;2;115.00
1133;323.0;2;0.00
1134;251.0;2;109.00
1135;563.0;3;30.00
1136;542.0;3;43.00
1137;501.0;3;20.00
1138;500.0;3;26.00
1139;784.0;4;32.00
1140;436.0;2;66.00
1141;409.0;2;124.00
1142;612.0;3;16.00
1143;139.0;1;16.00
1144;850.0;4;29.00
1145;639.0;3;17.00
1146;1162.0;5;22.00
1147;196.0;1;21.00
1148;250.0;2;59.00
1149;296.0;2;18.00
1150;137.0;1;151.00
1151;599.0;3;18.00
1152;260.0;2;28.00
1153;578.0;3;0.00
1154;383.0;2;27.00
1155;150.0;1;37.00
1156;359.0;2;38.00
1157;296.0;2;28.00
1158;751.0;4;24.00
1159;751.0;4;19.00
1160;73.0;1;17.00
1161;604.0;3;18.00
1162;781.0;4;27.00
1163;964.0;4;1578.00
1164;1269.0;6;56.00
1165;251.0;2;23.00
1166;590.0;3;0.00
1167;84.0;1;42.00
1168;902.0;4;49.00
1169;752.0;4;25.00
1170;582.0;3;29.00
1171;420.0;2;26.00
1172;524.0;3;943.00
1173;883.0;4;24.00
1174;500.0;3;0.00
1175;638.0;3;0.00
1176;483.0;2;135.00
1177;495.0;2;49.00
1178;487.0;2;152.00
1179;495.0;2;72.00
1180;589.0;3;50.00
1181;363.0;2;47.00
1182;604.0;3;258.00
1183;190.0;1;1159.00
1184;594.0;3;76.00
1185;438.0;2;155.00
1186;212.0;1;22.00
1187;638.0;3;18.00
1188;638.0;3;322.00
1189;363.0;2;22.00
1190;959.0;4;18.00
1191;726.0;3;0.00
1192;801.0;4;0.00
1193;844.0;4;16.00
1194;583.0;3;107.00
1195;280.0;2;143.00
1196;638.0;3;34.00
1197;83.0;1;21.00
1198;113.0;1;32.00
1199;283.0;2;24.00
1200;339.0;2;17.00
